# %ECSV 0.9
# ---
# datatype:
# - name: time
#   datatype: float64
# - name: sdss_g
#   datatype: float64
# - name: sdss_r
#   datatype: float64
# - name: sdss_i
#   datatype: float64
# - name: Clear
#   datatype: float64
# meta: !!omap
# - comment:
#   - type = Kasen
#   - mass = 0.04
#   - velocity = 0.15
#   - Xlan = 1e-2.0
# schema: astropy-2.0
time sdss_g sdss_r sdss_i Clear
-1.9500000476837158 nan nan nan nan
-1.850000023841858 nan nan nan nan
-1.75 nan nan nan nan
-1.649999976158142 nan nan nan nan
-1.5499999523162842 nan nan nan nan
-1.4500000476837158 nan nan nan nan
-1.350000023841858 nan nan nan nan
-1.25 nan nan nan nan
-1.149999976158142 nan nan nan nan
-1.0499999523162842 nan nan nan nan
-0.949999988079071 nan nan nan nan
-0.8500000238418579 nan nan nan nan
-0.75 nan nan nan nan
-0.6499999761581421 nan nan nan nan
-0.550000011920929 nan nan nan nan
-0.44999998807907104 nan nan nan nan
-0.3499999940395355 nan nan nan nan
-0.25 nan nan nan nan
-0.15000000596046448 nan nan nan nan
-0.05000000074505806 nan nan nan nan
0.05000000074505806 -10.573634148075229 -10.486116914329436 -10.61431763605869 -10.679362153251912
0.15000000596046448 -12.32476754008006 -12.702931725415844 -13.13073976903982 -12.898316909227763
0.25 -11.86714287522301 -12.849341758684488 -13.550013176067964 -13.223709918994942
0.3499999940395355 -11.430237377102088 -12.759862180148652 -13.72230352385484 -13.431810049865309
0.44999998807907104 -11.09866665006994 -12.59586282490563 -13.800594645354849 -13.59965401491673
0.550000011920929 -10.884134585796915 -12.46152017116773 -13.811982565325035 -13.721053235041147
0.6499999761581421 -10.439355797720118 -12.40273193556176 -13.764895783551381 -13.818634846811918
0.75 -10.38789113330484 -12.27211365449984 -13.763649722382766 -13.887839997587161
0.8500000238418579 -10.096252234596221 -12.222053650764906 -13.73932219392421 -13.969951427203505
0.949999988079071 -10.02943469124147 -12.209690094259258 -13.78886616902362 -14.050096535403306
