# %ECSV 0.9
# ---
# datatype:
# - name: time
#   datatype: float64
# - name: sdss_g
#   datatype: float64
# - name: sdss_r
#   datatype: float64
# - name: sdss_i
#   datatype: float64
# - name: Clear
#   datatype: float64
# meta: !!omap
# - comment:
#   - type = Kasen
#   - mass = 0.035
#   - velocity = 0.1
#   - Xlan = 1e-2.0
# schema: astropy-2.0
time sdss_g sdss_r sdss_i Clear
-1.9500000476837158 nan nan nan nan
-1.850000023841858 nan nan nan nan
-1.75 nan nan nan nan
-1.649999976158142 nan nan nan nan
-1.5499999523162842 nan nan nan nan
-1.4500000476837158 nan nan nan nan
-1.350000023841858 nan nan nan nan
-1.25 nan nan nan nan
-1.149999976158142 nan nan nan nan
-1.0499999523162842 nan nan nan nan
-0.949999988079071 nan nan nan nan
-0.8500000238418579 nan nan nan nan
-0.75 nan nan nan nan
-0.6499999761581421 nan nan nan nan
-0.550000011920929 nan nan nan nan
-0.44999998807907104 nan nan nan nan
-0.3499999940395355 nan nan nan nan
-0.25 nan nan nan nan
-0.15000000596046448 nan nan nan nan
-0.05000000074505806 nan nan nan nan
0.05000000074505806 nan nan nan nan
0.15000000596046448 -6.065228765101821 nan nan -5.144632898908554
0.25 -10.336525723486687 -11.351345681398033 -11.680858731161553 -11.621101773471427
0.3499999940395355 -10.630959123565006 -12.02905304705434 -12.581012992958204 -12.590567395939178
0.44999998807907104 -10.722614359686013 -12.242473234023173 -12.777906713553179 -12.87228196081621
0.550000011920929 -10.655075500316034 -12.291972924811944 -12.939318048826593 -13.067606061721737
0.6499999761581421 -10.526290114958783 -12.304770815598985 -12.991483162893442 -13.23539648734532
0.75 -10.421230752263394 -12.28214992639586 -13.014584611165873 -13.359844354025025
0.8500000238418579 -10.17041266940619 -12.230516168163561 -13.045386523002293 -13.456006320116277
0.949999988079071 -10.138821366503159 -12.190697878896998 -13.072552157026589 -13.557437164161612
1.0499999523162842 -9.83128814917752 -12.227625185249746 -13.130094730155484 -13.627731717760867
