# %ECSV 0.9
# ---
# datatype:
# - name: time
#   datatype: float64
# - name: sdss_g
#   datatype: float64
# - name: sdss_r
#   datatype: float64
# - name: sdss_i
#   datatype: float64
# - name: Clear
#   datatype: float64
# meta: !!omap
# - comment:
#   - type = Kasen
#   - mass = 0.03
#   - velocity = 0.2
#   - Xlan = 1e-1.0
# schema: astropy-2.0
time sdss_g sdss_r sdss_i Clear
-1.9500000476837158 nan nan nan nan
-1.850000023841858 nan nan nan nan
-1.75 nan nan nan nan
-1.649999976158142 nan nan nan nan
-1.5499999523162842 nan nan nan nan
-1.4500000476837158 nan nan nan nan
-1.350000023841858 nan nan nan nan
-1.25 nan nan nan nan
-1.149999976158142 nan nan nan nan
-1.0499999523162842 nan nan nan nan
-0.949999988079071 nan nan nan nan
-0.8500000238418579 nan nan nan nan
-0.75 nan nan nan nan
-0.6499999761581421 nan nan nan nan
-0.550000011920929 nan nan nan nan
-0.44999998807907104 nan nan nan nan
-0.3499999940395355 nan nan nan nan
-0.25 nan nan nan nan
-0.15000000596046448 nan nan nan nan
-0.05000000074505806 nan nan nan nan
0.05000000074505806 -10.222504074914593 -10.819443812662847 -10.984814291084763 -10.827332560864274
0.15000000596046448 -10.610741947452372 -11.643946044010448 -12.202227454831089 -12.148584534407984
0.25 -9.358618051845355 -11.065749798939041 -12.111616528574668 -12.301964576713527
0.3499999940395355 -8.547315775270267 -10.915904365658491 -12.154450653846524 -12.522516041809894
0.44999998807907104 -8.036963667641338 -10.666823906337193 -12.127105153716752 -12.7398589085996
0.550000011920929 -8.134023648352354 -10.630871481858996 -12.117168721763072 -12.902847618836706
0.6499999761581421 -7.941221173517924 -10.429428394460501 -12.114836705101027 -13.028154739171711
0.75 -7.720378846727151 -10.313083949921257 -12.043055791136815 -13.155522483630918
0.8500000238418579 -7.687980444714178 -10.280401293644047 -12.094974956239504 -13.257059128406048
0.949999988079071 -7.5533348370368145 -10.107095544355658 -11.982862681950138 -13.361330226583078
